订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
24181268486643393,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083002,颜色分类：暴龙小车;大小描述：回力动力,,,交易成功,GC083002
24181268486643393,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083001,颜色分类：三角龙小车;大小描述：回力动力,,,交易成功,GC083001
24210211618864491,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,3.9,5,2385GCC0329,颜色分类：2385新款挖掘机,,,交易成功,2385GCC0329
24210211618864491,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,3.9,5,398-13GCC0199,颜色分类：398-13挖掘机,,,交易成功,398-13GCC0199
24210211618864491,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,2.9,5,867-1GCC0217,颜色分类：867工程车,,,交易成功,867-1GCC0217
24210211618864491,儿童惯性工程车铲车挖掘机新款创意大号男孩夜市地摊货源玩具批发,2.9,5,GC032048,颜色分类：彩色工程车,,,交易成功,GC032048
24210211618864491,夜市地摊玩具批发热卖创意新款儿童俄罗斯方块游戏机小孩益智玩具,3.49,2,GC023005,,,,交易成功,GC023005
24210211618864491,儿童惯性工程车铲车挖掘机新款创意大号男孩夜市地摊货源玩具批发,2.9,5,866GCC0232,颜色分类：纯色工程车,,,交易成功,866GCC0232
21296442377926327,创意热卖拉线发光爬行乌龟夜市男孩小礼品地摊货源儿童小玩具批发,1.69,1,209-1WG0192,,,,交易成功,209-1WG0192
21296442377926327,热卖卡通电话机音乐发光玩具好玩的益智早教玩具地摊货源玩具批发,5.55,1,86-90ADHJ0410,颜色分类：颜色随机,,,交易成功,86-90ADHJ0410
21296442377926327,儿童玩具电动小爬娃0-3-6岁宝宝发光玩具好玩的爬行地摊货源批发,9.5,1,GC035014,颜色分类：电动爬娃粉色,,,交易成功,GC035014
21296442377926327,创意猴子彩虹圈音乐发光投影 儿童手提小灯笼地摊小玩具货源批发,2.9,1,1652ADL0268,颜色分类：孙悟空灯笼彩虹圈,,,交易成功,1652ADL0268
21296442377926327,创意音乐发光电动鸭子七彩灯光万向车儿童玩具摆地摊货源批发热卖,7.85,1,GC035012,,,,交易成功,GC035012
21296442377926327,特价正品7号电池儿童电动玩具电源配件 厂家直销1元4节地摊货批发,1,2,HT-7H0093,,,,交易成功,HT-7H0093
21296442377926327,特价5号AA普通干电池 电动玩具配件 厂家直销批,1,4,HT-5H0094,,,,交易成功,HT-5H0094
21296442377926327,创意 发光电动狗有声倒退狗会叫戴眼镜裙子儿童玩具批发地摊热卖,7.55,1,DTG-DQ0127,颜色分类：带裙子倒退狗;大小描述：颜色随机,,,交易成功,DTG-DQ0127
21296442377926327,创意万向电动音乐车发光儿童汽车男生礼物地摊热卖货源玩具车批发,6.9,1,1042DDC0123,颜色分类：音乐发光车,,,交易成功,1042DDC0123
21296442377926327,创意电动万向工程车音乐发光儿童玩具批发挖掘机男孩礼物地摊货源,9.8,1,86-98WJJ0527,,,,交易成功,86-98WJJ0527
21296442377926327,2017创意惯性工程车推土机男孩儿童玩具车批发新奇礼物地摊热卖,3.2,1,867-1GCC0217,,,,交易成功,867-1GCC0217
21296442377926327,创意儿童卡通回力小汽车儿童礼物小孩好玩的玩具夜市地摊货源批发,1.29,1,168-76B0384,,,,交易成功,168-76B0384
21296442377926327,热卖儿童创意益智上链发条毛绒小鸡热卖小孩玩具批发地摊货源厂家,1.69,1,731C0201,,,,交易成功,731C0201
21296442377926327,儿童电子琴音乐电动早教益智琴婴幼儿小钢琴玩具男孩女孩1-3-6岁,4.9,1,GC070003,颜色分类：爱心卡通音乐琴,,,交易成功,GC070003
21296442377926327,创意婴幼儿学习故事机小兔子早教玩具儿童益智地摊货小孩玩具批发,6.85,1,GC071005,颜色分类：猫咪故事机;大小描述：均码,,,交易成功,GC071005
21296442377926327,创意发光飞机闪光玩具好玩的 儿童礼物地摊货源免邮儿童玩具批发,1.78,1,D63FJ0207,,,,交易成功,D63FJ0207
21296442377926327,创意惯性双面翻斗车特技耐摔360玩具车转向儿童玩具批发地摊热卖,1.88,1,448C0418,,,,交易成功,448C0418
21296442377926327,创意拉线装水车工程车小汽车儿童小玩意义乌玩具车批发地摊货源,1.98,1,28058ZSC0216,,,,交易成功,28058ZSC0216
21296442377926327,创意地摊热卖儿童整蛊稀奇古怪整人发泄鸡惨叫鸡新奇 小玩具批发,3.05,1,GC081006,颜色分类：中号发泄鸡;大小描述：有大中小号之分,,,交易成功,GC081006
21296442377926327,新奇创意炫彩飞碟枪飞盘射击枪 户外儿童益智 玩具批发地摊货源,1.88,1,K02XCQ0087,,,,交易成功,K02XCQ0087
21296442377926327,2元店创意整蛊拳头魔术弹簧枪 新奇好玩的儿童小玩具地摊货源批发,1.2,1,8088QTQ0085,,,,交易成功,8088QTQ0085
21296442377926327,经典发条玩具会跑会跳创意上链发条玩具动物儿童好玩的地摊货批发,1.77,1,GC040006,颜色分类：上链火车头,,,交易成功,GC040006
21296442377926327,2017新款新奇创意音乐发光摇摆鱼电动鱼地摊货源儿童玩具批发热卖,4.25,1,SSDDY0124,,,,交易成功,SSDDY0124
21296442377926327,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.95,1,GC082003,颜色分类：闪光透明星星蝴蝶,,,交易成功,GC082003
21290542976302546,创意儿童发光刀玩具刀闪光刀剑男生礼物义乌货源地摊玩具批发免邮,2.85,2,SYXD0136,颜色分类：鲨鱼小刀,,,交易成功,SYXD0136
21290542976302546,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,7.8,2,168-A27Q0386,颜色分类：黑色电动枪A;大小描述：均码,,,交易成功,168-A27Q0386
21290542976302546,创意新款炫彩魔法闪光棒发光棒夜市地摊货源热卖儿童发光玩具批发,1.99,2,GC004003,颜色分类：星星闪光棒,,,交易成功,GC004003
21290542976302546,2017新款新奇创意音乐发光摇摆鱼电动鱼地摊货源儿童玩具批发热卖,4.25,1,SSDDY0124,,,,交易成功,SSDDY0124
21290542976302546,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,2,TPQW0138,颜色分类：发条铁皮青蛙,,,交易成功,TPQW0138
21290542976302546,四通遥控车电动玩具汽车模型遥控赛车警车赛车儿童益智玩具车男孩,29.9,1,GC072001,颜色分类：方向盘遥控跑车（可充电）;套餐类型：选好款式，颜色随机,,,交易成功,GC072001
24204711877369262,2017新款新奇创意音乐发光摇摆鱼电动鱼地摊货源儿童玩具批发热卖,4.25,30,SSDDY0124,,,,交易成功,SSDDY0124
21306981519963239,创意儿童益智宝宝DIY积木拼图蘑菇钉组合拼插板3-6岁礼物玩具批发,2.9,1,MGD-JMX0510,,,,交易成功,MGD-JMX0510
21306981519963239,2017新款儿童水枪玩具3岁夏季玩沙戏水环保塑料儿童玩具批发地摊,2.55,1,3633SQ0371,套餐类型：标准配置;颜色分类：射击水枪,,,交易成功,3633SQ0371
21306981519963239,幼儿童益智迷你仿真Q版小家具电动女孩过家家玩具天平称认知玩具,6.5,1,GC066006,,,,交易成功,GC066006
21306981519963239,电动仿真电饭锅小家电儿童过家家玩具迷你系列女孩宝宝厨房厨具,7.85,1,GC066009,,,,交易成功,GC066009
21281382260635054,创意拉线海盗船帆船好玩儿童小玩具新奇地摊货源热卖义乌玩具批发,1.95,1,GC047001,,,,交易成功,GC047001
21281382260635054,创意拉线装水车工程车小汽车儿童小玩意义乌玩具车批发地摊货源,1.98,1,28058ZSC0216,,,,交易成功,28058ZSC0216
21281382260635054,2017创意新款拉线110警车好玩的儿童义乌地摊货源热卖玩具车批发,1.78,1,38026JC0214,颜色分类：彩色拉线警车,,,交易成功,38026JC0214
21281382260635054,2017创意新款拉线110警车好玩的儿童义乌地摊货源热卖玩具车批发,1.78,1,9991-02JC0392,颜色分类：拉线110,,,交易成功,9991-02JC0392
21281382260635054,创意回力汽车玩具车套装12个装车模型地摊热卖货源儿童玩具车批发,8.8,1,168-110SJMC,,,,交易成功,168-110SJMC
21278382811278644,迷你儿童玩具推土机工程车新奇特挖机益智儿童幼儿园礼品玩具批发,1.29,10,237GCC0235,,,,交易成功,237GCC0235
24169590474060498,2017新款儿童水枪玩具3岁夏季玩沙戏水环保塑料儿童玩具批发地摊,2.55,3,3633SQ0371,套餐类型：标准配置;颜色分类：射击水枪,,,交易成功,3633SQ0371
24169590474060498,创意发光极速弹射陀螺闪光陀螺玩具 义乌小商品夜市地摊货源批发,1.85,3,1699A-30188,颜色分类：极速陀螺,,,交易成功,1699A-30188
24169590474060498,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.95,1,GC082002,颜色分类：闪光黄色水晶蝴蝶,,,交易成功,GC082002
24169590474060498,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.95,1,GC082005,颜色分类：闪光绿色飞舞足球,,,交易成功,GC082005
24169590474060498,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.95,1,GC082004,颜色分类：闪光蓝色水晶小鱼,,,交易成功,GC082004
24169590474060498,正版电动泡泡枪儿童卡通动物吹泡泡机全自动玩具热卖地摊货源批发,3.29,3,6122MD0340,颜色分类：M豆泡泡枪,,,交易成功,6122MD0340
24169590474060498,正版电动泡泡枪儿童卡通动物吹泡泡机全自动玩具热卖地摊货源批发,3.29,3,6121Z0339,颜色分类：猪泡泡枪,,,交易成功,6121Z0339
24169590474060498,正版电动泡泡枪儿童卡通动物吹泡泡机全自动玩具热卖地摊货源批发,3.29,3,6121QW0336,颜色分类：青蛙泡泡枪,,,交易成功,6121QW0336
24169590474060498,正版电动泡泡枪儿童卡通动物吹泡泡机全自动玩具热卖地摊货源批发,3.29,3,6121LM0341,颜色分类：狸猫泡泡枪,,,交易成功,6121LM0341
24169590474060498,热卖儿童创意玩具超人卡装模型生日礼物 义乌玩具批地摊货源,1.55,3,4GATM0088,颜色分类：4个装奥特曼;大小描述：均码,,,交易成功,4GATM0088
24169590474060498,创意手摇风扇小扇子手动 儿童礼物幼儿园 夏季热销义乌玩具批发,2.39,4,86-85A0421,颜色分类：奥特曼风扇;大小描述：均码,,,交易成功,86-85A0421
21239420351035430,2017热卖海豚泡泡枪批发吹泡泡带泡泡水生日礼物儿童玩具地摊货源,3.65,30,6115AHT0333,,,,交易成功,6115AHT0333
21265982608678521,创意 发光电动狗有声倒退狗会叫戴眼镜裙子儿童玩具批发地摊热卖,7.55,1,DTG-DQ0127,颜色分类：带裙子倒退狗;大小描述：颜色随机,,,交易成功,DTG-DQ0127
21264163817414740,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,1,GC040006,颜色分类：发条火车头,,,交易成功,GC040006
21264163817414740,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,1,0750X0191,颜色分类：发条跳绳熊,,,交易成功,0750X0191
21264163817414740,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,2,TPQW0138,颜色分类：发条铁皮青蛙,,,交易成功,TPQW0138
24164830452687570,创意回力汽车玩具车套装12个装车模型地摊热卖货源儿童玩具车批发,8.8,1,168-110SJMC,,,,交易成功,168-110SJMC
24164830452687570,儿童沙滩玩具车套装创意礼物益智挖沙玩具 地摊货源儿童玩具批发,1.9,1,802STC0081,颜色分类：802沙滩车,,,交易成功,802STC0081
24164830452687570,创意惯性越野车沙滩车男孩儿童礼物小汽车义乌地摊货源玩具车批发,3.85,1,128-2B-0546,,,,交易成功,128-2B-0546
24164830452687570,创意宝宝玩具婴儿摇铃中号小喇叭安全材质0-1岁早教儿童玩具批发,1.75,1,GC063004,颜色分类：大号喇叭;大小描述：单个（颜色随机）,,,交易成功,GC063004
24164830452687570,2017创意惯性工程车推土机男孩儿童玩具车批发新奇礼物地摊热卖,3.2,1,867-1GCC0217,,,,交易成功,867-1GCC0217
24164830452687570,创意拉线装水车工程车小汽车儿童小玩意义乌玩具车批发地摊货源,1.98,1,28058ZSC0216,,,,交易成功,28058ZSC0216
24145168564141088,回力小车消防救援车消防车滑行小汽车工程车小玩具儿童玩具车批发,1.88,3,GC025040,,,,交易成功,GC025040
24145168564141088,创意 发光电动狗有声倒退狗会叫戴眼镜裙子儿童玩具批发地摊热卖,5.55,3,DTG-PM0128,颜色分类：平毛倒退狗;大小描述：颜色随机,,,交易成功,DTG-PM0128
21246062701350629,传统套圈圈玩具创意小鸟水机幼儿园礼品儿童礼物玩具批发地摊热卖,0.99,1,698A-6SJ0362,颜色分类：卡通水机;大小描述：选好款式，颜色随机,,,交易成功,698A-6SJ0362
21246062701350629,新奇特创意儿童玩具男生女生玩具卡通笑脸印章小玩具地摊货源批发,2.98,1,BQ-3XL0537,,,,交易成功,BQ-3XL0537
21246062701350629,新品 卡通彩色儿童口哨奶瓶摇铃创意小玩具地摊货源3岁玩具批发,1.85,1,1209-0543,,,,交易成功,1209-0543
21246062701350629,2017创意台球桌小玩具儿童礼物男孩义乌玩具批发地摊货源免邮好玩,1.55,1,2010TQZ0083,,,,交易成功,2010TQZ0083
21246062701350629,创意女孩玩具套装热卖过家家儿童礼品女生礼物义乌玩具地摊货批发,6.85,1,0879A-2CT0316,,,,交易成功,0879A-2CT0316
21246062701350629,四通遥控车电动玩具汽车模型遥控赛车警车赛车儿童益智玩具车男孩,29.9,1,22400A0361,颜色分类：遥控越野车（可充电）;套餐类型：选好款式，颜色随机,,,交易成功,22400A0361
21246062701350629,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,1,0580DDM0189,颜色分类：发条跳绳蓝胖子,,,交易成功,0580DDM0189
21246062701350629,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,1,0610KTM0190,颜色分类：发条跳绳KT,,,交易成功,0610KTM0190
21246062701350629,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,1,TPQW0138,颜色分类：发条铁皮青蛙,,,交易成功,TPQW0138
21246062701350629,电动仿真电冰箱小家电厨房厨具儿童过家家玩具迷你系列女孩小宝宝,7.35,1,GC066008,,,,交易成功,GC066008
21246062701350629,幼儿童迷你生活小家电过家家男女孩玩具仿真厨房具烤箱微波炉热卖,8.55,1,GC066005,,,,交易成功,GC066005
21246062701350629,新款弹跳小人新奇特创意小孩发光礼物地摊货热卖义乌儿童玩具批发,1.67,1,2208H0327,颜色分类：发光弹跳小人;大小描述：注意发光与不发光,,,交易成功,2208H0327
21246062701350629,新款弹跳小人新奇特创意小孩发光礼物地摊货热卖义乌儿童玩具批发,0.98,1,2207KD0326,颜色分类：大号弹跳小人;大小描述：注意发光与不发光,,,交易成功,2207KD0326
24154110969759677,热卖儿童创意益智上链发条毛绒小鸡热卖小孩玩具批发地摊货源厂家,1.69,2,731C0201,,,,交易成功,731C0201
24154110969759677,创意 发光电动狗有声倒退狗会叫戴眼镜裙子儿童玩具批发地摊热卖,5.55,2,DTG-PM0128,颜色分类：平毛倒退狗;大小描述：颜色随机,,,交易成功,DTG-PM0128
21267321201091323,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,4,GC083004,颜色分类：牛头龙小车;大小描述：回力动力,,,交易成功,GC083004
21267321201091323,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,4,GC083003,颜色分类：双冠龙小车;大小描述：回力动力,,,交易成功,GC083003
21267321201091323,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,3,GC083002,颜色分类：暴龙小车;大小描述：回力动力,,,交易成功,GC083002
21267321201091323,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,3,GC083001,颜色分类：三角龙小车;大小描述：回力动力,,,交易成功,GC083001
